"Data_source","Product_category","Year","Or_country-name","Ct_country-name","Product_fraudtype"
"RASFF","Prepared_meals",2013,"Hungary","Denmark","Substitution-Dilution"
"RASFF","Prepared_meals",2013,"Italy","Italy","Substitution-Dilution"
"RASFF","Prepared_meals",2013,"Liechtenstein","Slovenia","Substitution-Dilution"
"RASFF","Prepared_meals",2013,"Belgium","Netherlands","Substitution-Dilution"
"RASFF","Prepared_meals",2013,"France","Germany","Substitution-Dilution"
"RASFF","Prepared_meals",2013,"Ireland","France","Substitution-Dilution"
"RASFF","Prepared_meals",2013,"Italy","Italy","Substitution-Dilution"
"RASFF","Grain_products",2013,"Ireland","United Kingdom","Substitution-Dilution"
"RASFF","Prepared_meals",2013,"France","Belgium","Substitution-Dilution"
"RASFF","Prepared_meals",2013,"Netherlands","Germany","Substitution-Dilution"
"RASFF","Mixed_foods",2013,"Italy","Italy","Substitution-Dilution"
"RASFF","Prepared_meals",2013,"Sweden","Netherlands","Substitution-Dilution"
"RASFF","Meat",2013,"Poland","Germany","Substitution-Dilution"
"RASFF","Prepared_meals",2013,"Italy","Italy","Substitution-Dilution"
"RASFF","Prepared_meals",2013,"Czech Republic","Germany","Substitution-Dilution"
"RASFF","Prepared_meals",2013,"Belgium","Luxembourg","Substitution-Dilution"
"RASFF","Prepared_meals",2013,"Portugal","Portugal","Substitution-Dilution"
"RASFF","Prepared_meals",2013,"France","Spain","Substitution-Dilution"
"RASFF","Prepared_meals",2015,"China","Netherlands","Smuggling-Mislabelling-Origin Masking"
"RASFF","Prepared_meals",2016,"Brazil","Portugal","Smuggling-Mislabelling-Origin Masking"
"RASFF","Prepared_meals",2016,"Brazil","Portugal","Smuggling-Mislabelling-Origin Masking"
"RASFF","Snacks",2017,"Iran","Sweden","Artificial enhancement/Improvement"
"RASFF","Prepared_meals",2017,"China","United Kingdom","Smuggling-Mislabelling-Origin Masking"
"RASFF","Prepared_meals",2018,"Philippines","Norway","Substitution-Dilution"
"RASFF","Snacks",2018,"Philippines","Norway","Smuggling-Mislabelling-Origin Masking"
"RASFF","Prepared_meals",2018,"China","Italy","Smuggling-Mislabelling-Origin Masking"
"RASFF","Prepared_meals",2018,"China","Italy","Substitution-Dilution"
"RASFF","Prepared_meals",2018,"China","Italy","Smuggling-Mislabelling-Origin Masking"
"RASFF","Soups_sauce",2010,"Pakistan","Italy","Substitution-Dilution"
"RASFF","Soups_sauce",2012,"Ukraine","Hungary","Smuggling-Mislabelling-Origin Masking"
"RASFF","Fish_Seafood",2017,"Philippines","Portugal","Smuggling-Mislabelling-Origin Masking"
"RASFF","Soups_sauce",2018,"China","Italy","Substitution-Dilution"
"EMA","Nuts",2011,"United Kingdom","United States","Substitution-Dilution"
"EMA","Vegetables",2015,"India","United States","Substitution-Dilution"
"EMA","Vegetables",2015,"Taiwan","United States","Artificial enhancement/Improvement"
"EMA","Vegetables",2011,"China","United States","Artificial enhancement/Improvement"
"EMA","Vegetables",2010,"China","United States","Artificial enhancement/Improvement"
"EMA","Confectionary",2008,"China","United States","Substitution-Dilution"
"EMA","Confectionary",2015,"India","United States","Artificial enhancement/Improvement"
"EMA","Confectionary",2017,"India","United States","Artificial enhancement/Improvement"
"EMA","Grain_products",2011,"India","United States","Substitution-Dilution"
"EMA","Grain_products",2011,"India","United States","Substitution-Dilution"
"EMA","Grain_products",2011,"India","United States","Substitution-Dilution"
"EMA","Grain_products",2011,"China","United States","Artificial enhancement/Improvement"
"EMA","Dairy",2010,"Italy","United States","Substitution-Dilution"
"EMA","Dairy",2009,"Nicaragua","United States","Smuggling-Mislabelling-Origin Masking"
"EMA","Herbs_spices",2008,"India","United States","Substitution-Dilution"
"EMA","Herbs_spices",2015,"India","United States","Smuggling-Mislabelling-Origin Masking"
"EMA","Fish_Seafood",2015,"United States","United States","Substitution-Dilution"
"EMA","Fish_Seafood",2015,"United States","United States","Substitution-Dilution"
"EMA","Fish_Seafood",2015,"Bangladesh","United States","Artificial enhancement/Improvement"
"EMA","Herbs_spices",2011,"India","United States","Artificial enhancement/Improvement"
"EMA","Fruits",2015,"India","United States","Artificial enhancement/Improvement"
"EMA","Fruits",2015,"China","United States","Smuggling-Mislabelling-Origin Masking"
"EMA","Honey",2011,"Argentina","United States","Substitution-Dilution"
"EMA","Honey",2009,"China","United States","Smuggling-Mislabelling-Origin Masking"
"EMA","Honey",2015,"India","United States","Substitution-Dilution"
"EMA","Honey",2015,"Ireland","United States","Smuggling-Mislabelling-Origin Masking"
"EMA","Honey",2014,"China","United States","Smuggling-Mislabelling-Origin Masking"
"EMA","Honey",2016,"China","United States","Substitution-Dilution"
"EMA","Honey",2016,"China","United States","Smuggling-Mislabelling-Origin Masking"
"EMA","Dairy",2011,"India","United States","Substitution-Dilution"
"EMA","Dairy",2014,"United States","United States","Smuggling-Mislabelling-Origin Masking"
"EMA","Dairy",2015,"United States","United States","Smuggling-Mislabelling-Origin Masking"
"EMA","Dairy",2011,"India","United States","Substitution-Dilution"
"EMA","Dairy",2011,"India","United States","Substitution-Dilution"
"EMA","Oils_Fats",2016,"India","United States","Substitution-Dilution"
"EMA","Oils_Fats",2009,"Australia","United States","Substitution-Dilution"
"EMA","Oils_Fats",2008,"Italy","United States","Substitution-Dilution"
"EMA","Oils_Fats",2010,"Spain","United States","Substitution-Dilution"
"EMA","Oils_Fats",2010,"Australia","United States","Substitution-Dilution"
"EMA","Oils_Fats",2011,"Spain","United States","Smuggling-Mislabelling-Origin Masking"
"EMA","Oils_Fats",2015,"Turkey","United States","Smuggling-Mislabelling-Origin Masking"
"EMA","Oils_Fats",2014,"United States","United States","Substitution-Dilution"
"EMA","Oils_Fats",2015,"Italy","United States","Smuggling-Mislabelling-Origin Masking"
"EMA","Oils_Fats",2015,"Turkey","United States","Substitution-Dilution"
"EMA","Oils_Fats",2016,"Israel","United States","Substitution-Dilution"
"EMA","Oils_Fats",2016,"Spain","United States","Substitution-Dilution"
"EMA","Oils_Fats",2017,"Italy","United States","Substitution-Dilution"
"EMA","Oils_Fats",2009,"China","United States","Substitution-Dilution"
"EMA","Oils_Fats",2015,"India","United States","Substitution-Dilution"
"EMA","Fish_Seafood",2015,"Spain","United States","Artificial enhancement/Improvement"
"EMA","Fish_Seafood",2015,"Pakistan","United States","Smuggling-Mislabelling-Origin Masking"
"EMA","Fish_Seafood",2013,"Taiwan","United States","Smuggling-Mislabelling-Origin Masking"
"EMA","Oils_Fats",2015,"Ghana","United States","Artificial enhancement/Improvement"
"EMA","Oils_Fats",2015,"Ghana","United States","Artificial enhancement/Improvement"
"EMA","Meat",2010,"Mexico","United States","Artificial enhancement/Improvement"
"EMA","Meat",2008,"United States","United States","Smuggling-Mislabelling-Origin Masking"
"EMA","Poultry",2011,"China","United States","Smuggling-Mislabelling-Origin Masking"
"EMA","Fish_Seafood",2010,"China","United States","Artificial enhancement/Improvement"
"EMA","Fish_Seafood",2009,"China","United States","Substitution-Dilution"
"EMA","Fish_Seafood",2009,"China","United States","Smuggling-Mislabelling-Origin Masking"
"EMA","Dairy",2011,"China","United States","Artificial enhancement/Improvement"
"EMA","Dairy",2008,"Brazil","United States","Substitution-Dilution"
"EMA","Dairy",2015,"India","United States","Substitution-Dilution"
"EMA","Dairy",2011,"India","United States","Substitution-Dilution"
"EMA","Dairy",2014,"India","United States","Substitution-Dilution"
"EMA","Dairy",2015,"India","United States","Substitution-Dilution"
"EMA","Dairy",2015,"India","United States","Substitution-Dilution"
"EMA","Dairy",2015,"India","United States","Substitution-Dilution"
"EMA","Dairy",2015,"Uganda","United States","Substitution-Dilution"
"EMA","Dairy",2016,"India","United States","Substitution-Dilution"
"EMA","Meat",2009,"China","United States","Artificial enhancement/Improvement"
"EMA","Meat",2010,"China","United States","Smuggling-Mislabelling-Origin Masking"
"EMA","Grain_products",2009,"China","United States","Substitution-Dilution"
"EMA","Grain_products",2011,"China","United States","Substitution-Dilution"
"EMA","Grain_products",2015,"India","United States","Smuggling-Mislabelling-Origin Masking"
"EMA","Herbs_spices",2010,"Iran","United States","Smuggling-Mislabelling-Origin Masking"
"EMA","Vegetables",2014,"China","United States","Artificial enhancement/Improvement"
"EMA","Oils_Fats",2015,"India","United States","Substitution-Dilution"
"EMA","Alcoholic",2011,"United Kingdom","United States","Substitution-Dilution"
"EMA","Alcoholic",2008,"India","United States","Substitution-Dilution"
"EMA","Alcoholic",2011,"United Kingdom","United States","Substitution-Dilution"
"EMA","Alcoholic",2011,"India","United States","Substitution-Dilution"
"EMA","Alcoholic",2015,"India","United States","Smuggling-Mislabelling-Origin Masking"
"EMA","Alcoholic",2011,"Vietnam","United States","Substitution-Dilution"
"EMA","Alcoholic",2008,"United Kingdom","United States","Substitution-Dilution"
"EMA","Confectionary",2009,"United States","United States","Substitution-Dilution"
"EMA","Oils_Fats",2008,"Ukraine","United States","Substitution-Dilution"
"EMA","Tea",2011,"India","United States","Artificial enhancement/Improvement"
"EMA","Fish_Seafood",2016,"United States","United States","Smuggling-Mislabelling-Origin Masking"
"EMA","Herbs_spices",2010,"India","United States","Artificial enhancement/Improvement"
"EMA","Herbs_spices",2011,"India","United States","Substitution-Dilution"
"EMA","Herbs_spices",2015,"India","United States","Artificial enhancement/Improvement"
"EMA","Vegetables",2010,"China","United States","Smuggling-Mislabelling-Origin Masking"
"EMA","Alcoholic",2008,"Italy","United States","Artificial enhancement/Improvement"
"EMA","Alcoholic",2008,"Italy","United States","Substitution-Dilution"
